Gene,Score
TRIM33,0.77686834
ABCA1,0.77683526
NOS2,0.7766767
RPS6KA6,0.7766292
GIMAP8,0.77660584
FASN,0.77633506
FANCI,0.7762197
KANSL1,0.7760408
MTMR4,0.7760152
CD82,0.7757155
PRKD2,0.77571255
SON,0.7755962
CLIP1,0.7755292
NLRC5,0.7752884
ZMIZ1,0.7752267
CDC14A,0.7750841
PPP1R9A,0.7750502
NES,0.77487147
VAV1,0.7748667
SMAD1,0.77454776
GAK,0.77446175
TP53BP2,0.774239
DPP10,0.77380186
SAMSN1,0.77356976
TGS1,0.77274364
TDRD9,0.7724335
PDZRN3,0.7720973
PTPN5,0.7716393
CACNG5,0.771244
DTX4,0.7712317
MBD3,0.7712103
PAXIP1,0.77116495
NEXN,0.77115846
HCFC2,0.77055126
SLX4,0.7704976
CENPF,0.77029806
NFE2L1,0.7702433
UBE4A,0.77017534
IL7R,0.7699132
BCLAF1,0.76983047
TNKS,0.7697076
CTNNAL1,0.76955265
MYOC,0.7694215
SETD1B,0.76870996
RNF34,0.7683895
RUNX2,0.76795
VAV3,0.7678324
EEF1A1,0.7677914
RAB35,0.7672747
AP2M1,0.76724625
NLRP5,0.7666288
MID1,0.7666159
APLNR,0.7663818
ZNF469,0.7663531
RBP3,0.7661751
RXRG,0.76555365
CHKB,0.76480013
CLTC,0.7647371
BRD3,0.76470506
PLEKHM1,0.764685
PRMT6,0.7644097
ETS1,0.7643448
CASK,0.7643026
PLK2,0.7642901
CCNH,0.7637074
PEG3,0.7635358
SMURF1,0.76349455
HIPK2,0.76339215
MYH13,0.7631988
HDAC6,0.76319677
RRM2,0.7630136
DUSP4,0.76279944
CBFA2T3,0.76272076
FBN2,0.7626814
CAMSAP1,0.76266855
SYNPO,0.7625612
PPP2R2D,0.76255107
TNS2,0.7624919
ITPR3,0.76247567
PPARA,0.7624648
ARHGEF6,0.7623719
CDCA7,0.7623301
CAMK2N1,0.76218516
KPRP,0.7619433
MAK,0.7618873
IL1B,0.76151764
RAI1,0.7606613
ATXN1L,0.7606406
NUP188,0.7605752
CAPN10,0.7601628
RANBP17,0.76014733
UBE4B,0.7600811
AGBL2,0.76008093
CD36,0.7599054
KHDRBS2,0.759765
PFKFB1,0.75960785
TMTC1,0.75956565
CEP120,0.75951463
SSX7,0.7592261
DLG5,0.7592068
PDGFD,0.75912076
PXN,0.75896996
ZNF644,0.758861
DOCK3,0.7587928
GPR63,0.7586627
HSPA5,0.7586613
MYBPH,0.7575783
CDC16,0.7574639
PRKCQ,0.75744337
TLE3,0.7570626
MAD2L1,0.75671977
MYH2,0.7564274
CCDC62,0.7561736
UGGT2,0.7557362
ATP7A,0.75549173
PRKCZ,0.7554465
CAPN1,0.7553534
GOLGA4,0.7552634
HSPA1A,0.75523454
NOTUM,0.75490314
NUP107,0.7547391
SMARCA2,0.75462073
ALB,0.7546161
ACTG2,0.75452554
BCAS1,0.7544537
GLIS3,0.7542571
FNBP1,0.7542356
OTOF,0.75418645
GPC5,0.7541451
IDS,0.7540524
DTX1,0.75402826
MSH6,0.75376904
EEF2K,0.7537613
GRHL2,0.7536775
ZNF26,0.7534916
DNAJC6,0.7531447
BCR,0.7530475
HDAC3,0.7529699
SFRP5,0.75294167
GNB5,0.7528914
HIST1H3H,0.7528576
CDC73,0.75285506
CPEB2,0.7524084
FZD1,0.7523139
XRN1,0.7520487
DPP4,0.7520323
FYN,0.7519003
LRP12,0.75155383
ADGRB3,0.7514271
CSNK1G2,0.7502427
CARD14,0.75011957
ADH1A,0.7499637
ACIN1,0.74957424
TLN2,0.7495043
FAN1,0.7493046
CALM1,0.7492709
GPSM2,0.7491268
LPP,0.7489982
PTPN3,0.74887186
SOX6,0.7488715
ACTN1,0.7488696
ADD2,0.74885535
ATP11B,0.74871427
AKR1C1,0.7486629
MPZL2,0.7486112
CCT7,0.7481021
PRDM16,0.74774975
DUSP2,0.7475765
MUC6,0.7474604
SHC4,0.7473536
BLM,0.74709684
CRB1,0.7470798
CELSR1,0.7469083
CEP72,0.7468963
SENP1,0.7468937
KLHL13,0.74655694
DTL,0.7464312
MYH4,0.74640006
RANBP9,0.74639046
ACOXL,0.7463129
KIF13A,0.7461702
RNF128,0.7461336
SNCAIP,0.74610907
THRB,0.74608105
RBM15,0.7459747
DSG1,0.7458453
EIF3I,0.745552
CCNB2,0.7453493
CACNB1,0.7453007
CDK13,0.7449373
NUMBL,0.7446833
TP53AIP1,0.7443666
SNAI3,0.74429137
P4HA3,0.7440527
PPP1R12A,0.7439848
HELB,0.74382865
WRNIP1,0.7437235
LRFN5,0.7436592
NCAM1,0.7434077
CYCS,0.74334484
SSRP1,0.7430831
ZNF41,0.7430335
WFDC5,0.7430288
POLA1,0.7429805
TFAP4,0.74279183
NHS,0.74268526
WNT7B,0.7425614
PCSK7,0.74251187
EXOC4,0.7424843
RAD18,0.74246377
MYO18A,0.742412
SFRP2,0.7423626
ARHGEF4,0.74217427
MAMDC2,0.7420727
RASGRP4,0.741973
TRIOBP,0.74165684
IL4,0.7415414
CCNA1,0.74127597
KIF16B,0.74114144
MTA2,0.7410149
ANO5,0.74041206
MAP4,0.7403799
BMX,0.74027693
MYO5A,0.74027616
CABYR,0.74027014
MYBPC3,0.74018836
HTR3B,0.7401083
ARHGEF7,0.7398186
PTPRK,0.7397526
DAB2,0.73962855
MYLK2,0.73950005
CELSR2,0.7393582
RBFOX1,0.73926616
WNT5A,0.73915255
GDNF,0.73913854
SLC4A1,0.7389133
RNF31,0.7388702
MYBPC2,0.73869556
CERKL,0.73844874
ZHX3,0.7383622
HNRNPUL1,0.7382095
SUPT5H,0.73803973
USP6,0.7379478
TES,0.7379112
DACT1,0.73776186
CAD,0.73732096
GAPVD1,0.7370066
DLST,0.7368951
GRIA4,0.7368302
DUSP7,0.73655707
WAPL,0.73648775
DLGAP5,0.73646516
PCDHB2,0.73573107
PRKCI,0.7356878
G6PC,0.73565644
NUAK1,0.7356538
MBD1,0.7351079
INTU,0.73451746
ETV1,0.7342175
ARHGAP24,0.73412687
STAP2,0.7341093
PCDHA11,0.73380697
TLL1,0.7337865
TENM3,0.73376685
INS,0.73354644
CPS1,0.73341584
SHANK3,0.7333622
EML1,0.7332951
TROAP,0.73321867
SLK,0.73293316
PLXNB3,0.7328997
SSR2,0.7327063
DIAPH2,0.73269737
CYFIP2,0.7324114
RABEP2,0.7323446
UGT2B7,0.73206586
WNT2,0.7319839
MYH11,0.73177683
FGF6,0.7315863
EIF4A2,0.7315273
NMT1,0.73149794
SYNJ1,0.7314924
ACSM2B,0.7312888
F2R,0.7311636
PRSS12,0.7309618
CPN1,0.7309284
PRMT5,0.73090655
CALM3,0.7307049
RAD17,0.73063695
POU2F2,0.73051214
PASK,0.73044336
CASQ2,0.730345
STARD9,0.73029083
ILK,0.7302806
YEATS2,0.73024285
FEZ1,0.7301179
MTM1,0.729852
PPP2R2B,0.72971576
PCOLCE2,0.72966206
HSPA4,0.7295828
TPM1,0.72926015
TLL2,0.72890717
CCDC8,0.72884315
TRIM55,0.72881114
EPS15,0.7283546
AFF4,0.7283246
TACC1,0.7281791
WDR33,0.72811246
TRPC4,0.72807574
RASAL3,0.7279599
SPG11,0.7275416
ACTA1,0.727493
RAB40A,0.72741175
CACNG4,0.7273207
SCAF4,0.72731346
GRB10,0.72717106
DUSP9,0.7270985
PLIN1,0.72708267
IGSF10,0.72702104
A1CF,0.7269547
SAMD4A,0.7269192
ESYT1,0.7268904
PER2,0.7268729
HEG1,0.7267981
HMGB1,0.7267924
ARHGEF12,0.72659165
DOCK1,0.7263215
CLCA1,0.72607356
CDYL,0.7260653
CR2,0.72565407
AP2A2,0.72561765
HIST3H3,0.7253954
GRB14,0.72535634
SORL1,0.7252762
TRIM41,0.7249964
ZNF462,0.7249647
RIPK1,0.72470516
MST1R,0.724257
PFKFB4,0.7242371
NPC1,0.7241996
CPSF6,0.7241467
CAV1,0.72399825
TMEM175,0.7236726
PAPOLG,0.7236507
PRPF8,0.7233077
FUBP3,0.7227382
NLRC4,0.7225322
CHD5,0.7224356
CD2,0.7224311
TJP3,0.7222764
PARD3,0.7221837
DCC,0.7221079
XRCC6,0.7219405
BCL11A,0.72190404
TRIM23,0.7219022
ATAD5,0.72188485
ZC3H14,0.72140074
MPHOSPH9,0.7213736
MED13L,0.7212924
EIF4E,0.7211502
UBR2,0.7206633
RNF220,0.7206407
SPRTN,0.72057694
CEP89,0.72048336
EPB41L1,0.72023773
SIGLEC10,0.7202298
NEK1,0.72016895
YTHDC1,0.7201127
RFX6,0.72005516
SREBF2,0.72003853
CFHR4,0.71943563
EPN1,0.7193956
RDX,0.71932214
PADI4,0.7192778
RAN,0.71897054
KDM6B,0.71868694
EED,0.7182826
SERPINA4,0.7182763
FAM13A,0.7179528
UBE3C,0.71790326
PLCG2,0.7178832
EVL,0.717782
DSTYK,0.7177258
GLYAT,0.71771425
SEC24C,0.717106
UNC45A,0.71673393
PCDHGA9,0.7166651
UBN1,0.7166542
ROBO4,0.71661586
ANAPC5,0.71634257
ZNF318,0.71618843
NBEA,0.71614224
AP2A1,0.7160892
ITGB2,0.71586543
DLG4,0.71568346
NBR1,0.7156421
EPHB6,0.71546525
HSF1,0.7153779
SNX13,0.7152624
TF,0.7150155
UBTF,0.7147506
E2F4,0.71450824
GPHN,0.71449476
CUL4A,0.7143748
UTP20,0.7142187
DCHS1,0.7141972
SIRT2,0.7141534
RPGRIP1L,0.7138845
EPAS1,0.71380544
CEP164,0.71346366
DVL3,0.7132086
MAPK4,0.713137
CORIN,0.71306
TPM3,0.71304125
RIPK3,0.71296036
GOLGA3,0.71288174
PCDHA1,0.7127363
PCDHB11,0.71264625
KIF4B,0.7126409
MYH10,0.7126344
ASH1L,0.71262646
ARHGAP5,0.7125448
NXF5,0.71241945
CDH9,0.7122908
AAK1,0.7120637
CCDC14,0.7117513
CTCFL,0.7115082
PTPRG,0.71129334
ITK,0.7112175
DCLRE1C,0.7105616
CD200,0.7104533
TNS1,0.7104474
PGM5,0.71031415
EIF4EBP1,0.7099618
NID1,0.7098449
RAB11FIP1,0.709746
WWC1,0.70968384
PACSIN1,0.70934993
IRF2,0.70920146
HIST1H3I,0.7090345
AMOTL1,0.7089418
SLC25A13,0.70892406
BTNL8,0.708811
ELF4,0.708452
INPP5D,0.7083882
NCKIPSD,0.7081758
KPNA3,0.70769984
TBC1D2,0.70717853
ALOX12,0.70709574
ITGAE,0.7070836
REN,0.7070671
RFC1,0.7070553
UBE2D3,0.70705056
TIGD2,0.7069214
ZWINT,0.7068085
PRKCE,0.7066186
ITGB6,0.70656353
ERCC3,0.7061809
ITGA7,0.70617115
CLSTN1,0.706016
ZNF85,0.70601124
CDK12,0.7059157
HMGA2,0.7057213
DGKD,0.7056943
FBXL14,0.7055507
PPP2R5B,0.70535916
STON2,0.7052787
COPS6,0.7050824
EDC4,0.70505697
PIAS3,0.7046851
MTF1,0.70458716
BAZ2B,0.70445985
NR1I3,0.70428044
AMPH,0.7039113
TNK2,0.7039075
PTPRU,0.70330423
CREB3L3,0.7032067
FBLN5,0.7032006
USP7,0.7031244
BRINP1,0.7031176
RBM20,0.7024242
ACVR1C,0.7021061
C7,0.7020107
CNTN2,0.70164376
RHEB,0.70157987
FLAD1,0.7015288
HEYL,0.701492
HIST1H3E,0.7013026
CSDE1,0.70097435
DVL2,0.7009316
ERRFI1,0.7005631
HIST1H4F,0.700486
CYP4A11,0.7003981
ANXA1,0.69990766
IGSF5,0.69985276
NR3C1,0.6991915
SSH2,0.69911486
ZNF304,0.6990132
TARBP1,0.69883835
GATAD2A,0.6988041
MYH7B,0.69867516
BCORL1,0.6986502
GRIN3A,0.6984235
ZFYVE26,0.6983758
EGR2,0.69827515
TUBGCP2,0.69823855
KCNA5,0.6981655
SHROOM2,0.6981311
ADAMTSL1,0.69787353
MUTYH,0.6976582
KRT4,0.6974631
RAD9A,0.69733185
XPO7,0.6972726
TUBG1,0.6969765
VRK1,0.6967805
HOXB2,0.6966457
FLI1,0.69642526
IFNAR1,0.69638383
KIF5C,0.6962509
SVIL,0.69624585
FLNC,0.6962158
ANO3,0.69604963
SRRM1,0.6958933
TBX5,0.6958556
MSTO1,0.6958201
HOOK1,0.6956622
AGO1,0.6956303
DSC3,0.6954006
RBM6,0.6953641
LATS2,0.69499755
NUP155,0.69483346
NCF4,0.6948311
SRSF11,0.69452554
PCDHGC3,0.6945254
CTBS,0.6944961
EPHB3,0.69449323
C6,0.69437677
SBF2,0.6941471
KLC1,0.6941308
ZEB1,0.6941001
PTPN14,0.6940373
HS6ST2,0.69392085
ATF7IP,0.69386053
TUBA1B,0.6936796
CD14,0.69361424
KIF5B,0.69341576
PLCL2,0.6928367
PAX5,0.6927796
EGR1,0.6924446
FABP4,0.692214
LAMC3,0.6920764
PROX1,0.69192576
INPPL1,0.6915883
PXK,0.69147193
RTN4,0.69140476
AP3B1,0.69132304
SLC17A7,0.69123405
XPC,0.69102407
DDX25,0.6908622
MMP9,0.6908096
OLFM4,0.6906364
EDAR,0.69055873
CRMP1,0.6902971
MKX,0.6901959
EEF1A2,0.69018257
ERCC5,0.69013786
PRKAR2A,0.6900791
ZNF711,0.6900403
DDB1,0.6900391
IKZF1,0.68998265
SYP,0.6899039
ARID5B,0.689726
SIRPA,0.689195
CMIP,0.68904954
DYSF,0.68898845
EXPH5,0.6889639
CX3CR1,0.68873596
ICAM1,0.6885744
CSNK1G3,0.6879549
GRID1,0.6879141
THYN1,0.68787926
BCL11B,0.68766886
IQGAP1,0.6875072
ESCO2,0.6874802
PLA2R1,0.6871973
BMI1,0.68626
GBP5,0.6862303
TLR5,0.6858869
NFE2L2,0.68565995
LIG3,0.6852889
TNS4,0.6852271
KCNMB2,0.6852192
TEAD2,0.6851272
UBE3A,0.6851063
CDK5,0.68501985
TFAP2C,0.6849863
MICU3,0.68483657
ANKLE2,0.6848241
NCAPH2,0.68450046
FOXM1,0.68440944
FOXK1,0.6843718
CRIM1,0.68434644
ADGRD1,0.6841318
SATB1,0.68405235
MSH5,0.6840107
DCLRE1B,0.6838882
PADI3,0.683722
GABRR2,0.6833433
TSPYL2,0.68317246
KDM5B,0.6829375
TYK2,0.68255335
AARS,0.68252933
ABLIM2,0.6822849
DOK1,0.6821072
SF1,0.6818811
NTM,0.68185586
RBBP8,0.6817246
ZBTB33,0.6812838
PCGF1,0.6810608
PSG1,0.6809637
FMOD,0.6808136
GAS7,0.68071395
GBF1,0.6806637
HIST2H2BE,0.6806403
PPFIA2,0.68053365
RPRM,0.68051594
NR2C2,0.6801952
YY1,0.68019015
DGKG,0.68014747
NCOA7,0.6796741
RUFY3,0.67962825
ZNF106,0.6795082
TLE2,0.6794014
TRPC4AP,0.6791939
CDH3,0.6791149
PANK4,0.67908466
DDX20,0.6790266
CPT1A,0.6790252
DVL1,0.6787582
FAM171B,0.67875594
CLOCK,0.6787474
MTSS1,0.67871237
AIFM1,0.67863184
GNB1,0.6785209
CHRM2,0.67849773
MGMT,0.6784964
ONECUT1,0.67838866
PTPRN2,0.67837596
KLHL7,0.6779749
MNAT1,0.677925
ATXN3L,0.6777679
ZNF461,0.6776869
CSTF3,0.6775582
SIGLEC6,0.6774181
KL,0.6773829
PHF2,0.6772503
FERMT1,0.6771799
GFI1,0.6769955
ZNF518A,0.6768992
PRC1,0.67682713
STK3,0.6766883
KDM1A,0.67661434
MSH4,0.67658967
CSF2RA,0.67646307
CDT1,0.67599744
IL17RA,0.6758367
CLCN5,0.6752262
HECW2,0.6750671
MCOLN2,0.6747018
PTPN4,0.6745621
CDH8,0.6738623
DYNC1I2,0.67376566
SULF1,0.6737534
MYOM1,0.67351156
OAS2,0.67348653
NLGN1,0.6734047
ADH1B,0.6731938
NR4A3,0.6725945
CLASP2,0.67196596
PLXNA3,0.6717352
S100B,0.6717226
SNTG2,0.6713946
PAK3,0.6713527
CCDC88A,0.6712847
VPS18,0.6712631
UBE2I,0.67121196
HTR2A,0.67110217
FSIP2,0.6710453
ANPEP,0.6708495
MRAP,0.6708031
SUPT6H,0.67052996
TUBGCP6,0.67044896
GRIA3,0.6704379
SH3PXD2B,0.6703865
FGD4,0.67029804
CLIC5,0.66995656
HIST1H3D,0.6699005
THRAP3,0.66973525
PADI6,0.6696749
KCNB1,0.66954625
NCF1,0.6695132
ATP11C,0.66924614
SPTBN2,0.66924345
ARNT,0.6690841
CNST,0.6690382
IRAK3,0.66888976
MAN1B1,0.668698
NUP214,0.668156
CEP192,0.6680729
ASH2L,0.6679035
RTF1,0.66768
BRPF3,0.66766423
SP140L,0.66765785
PSG6,0.66764957
STAT1,0.6676457
SORBS2,0.6676016
SMG5,0.6675099
HIST1H1B,0.66720265
H3F3B,0.6667635
CEP162,0.66674083
SEC31B,0.6663727
KIF3A,0.66631335
MLLT10,0.66606885
CTTN,0.6659186
CADM3,0.6658253
NUP133,0.66582376
EZR,0.66581243
RARB,0.6655905
UGT8,0.66558707
AFF1,0.66557425
RHOC,0.66541344
PIAS1,0.6652313
IRF3,0.66501063
PTPRO,0.66485393
GRM4,0.6647377
AGAP1,0.6646331
SH3BP5,0.6644519
ZAP70,0.6644155
ARL4C,0.66408193
PYGO2,0.6636303
TET1,0.6634008
ERF,0.66311586
SPECC1,0.662807
MUS81,0.6627591
CBX2,0.6627532
MYRIP,0.66247517
ABI1,0.66247475
TRAF1,0.66240287
PCF11,0.66234434
PTK7,0.6623424
AARSD1,0.6622899
KIAA1217,0.662243
FMR1,0.66186625
HTRA1,0.6618203
AGO2,0.66086763
MAVS,0.6608329
HIST1H2BE,0.66064566
CENPB,0.660505
SBF1,0.6604724
ING2,0.6601228
KRT5,0.659886
FOXO1,0.65979576
DYNC1I1,0.6596728
NEUROG2,0.65954524
OSMR,0.6594106
E2F2,0.65937907
GATAD2B,0.6592163
TNPO1,0.65918624
KIF5A,0.6589771
ARHGAP27,0.6589732
TEAD1,0.65894365
BAG4,0.6589148
COL9A3,0.65869194
CNTNAP2,0.6584357
SRGAP3,0.6583943
MORF4L1,0.6583937
SPRR3,0.6578388
PCDH18,0.65734047
RAD51C,0.6573313
EPB41L2,0.6572118
LRRC8C,0.65720296
ACTN4,0.6571452
CNOT2,0.65692097
SOX10,0.65690565
ZBTB20,0.6568593
STUB1,0.6565612
PYGM,0.65623975
GNPTAB,0.65597755
MOAP1,0.6559697
MMS19,0.6558079
BACE1,0.65580475
BACH1,0.6557965
SENP7,0.6554872
CHTF18,0.6553123
NONO,0.6550633
LCK,0.65494287
INTS2,0.654914
FBXO7,0.6548769
LRPPRC,0.65484756
PEX6,0.65474534
FBXO24,0.65447307
PADI1,0.6542691
NDN,0.65406495
ADAM12,0.6531089
ADGRA3,0.6523882
FRMD6,0.6522276
RNF8,0.65214694
PLK3,0.65197164
NMNAT2,0.65192175
NOD2,0.6518852
SV2A,0.6518661
LAMTOR5,0.6518029
CDHR2,0.651626
RPA1,0.6511963
NXF1,0.65116215
GPR161,0.6510621
ARID3B,0.6510602
SQSTM1,0.650977
BCL10,0.65092635
IL6,0.6505619
NOVA1,0.6504692
OSBPL1A,0.65036964
INPP5E,0.65031224
NOD1,0.65020645
TNFSF13,0.65007347
THRSP,0.6500117
DCTN1,0.6499838
EIF4E2,0.6499392
USH1C,0.64993435
PAPPA,0.64976096
KLF15,0.6497552
CFLAR,0.64973974
DHX15,0.6496547
SEMA3A,0.6494841
ZFP36L2,0.6492472
RAD51B,0.6490651
PPP2R5E,0.6488894
TLE4,0.6488611
MLST8,0.64878166
REM1,0.64856416
ZFP42,0.648459
TLE6,0.6482964
MYO1C,0.64821476
DIXDC1,0.64808494
SMYD1,0.6476342
GUCY1A2,0.64752185
MYO16,0.6474315
SLIT2,0.64734995
KCND3,0.64725655
WNT1,0.64722186
CTTNBP2,0.647201
NSF,0.64707804
TRAK1,0.6470698
GABARAPL1,0.6470679
CHL1,0.6468776
KCNA4,0.6468479
SYCE1,0.6468269
KIAA0319L,0.64682615
SOX13,0.6467281
CDH5,0.6466575
APH1B,0.6462536
NEDD9,0.6462067
DNAJB4,0.6460544
EIF2S1,0.64587384
VCAN,0.6457538
CHML,0.6454775
SLC6A17,0.64534205
HNRNPL,0.6453244
RPA2,0.6452999
GRIN2C,0.64525926
GYS1,0.64522094
SAFB2,0.6451362
PKP2,0.6449676
PSMC5,0.6448236
EHBP1,0.64460826
ATG4A,0.644501
PPP1R14A,0.64445835
CFHR3,0.6444083
PTGS2,0.6442946
CUL3,0.6442615
RBBP5,0.64421046
RBM25,0.64416414
ITGB8,0.64413387
MCM3AP,0.64408815
AP1G1,0.64393824
GPR153,0.6438753
AP1G2,0.6436404
KIF3C,0.643295
VDR,0.64328
CHFR,0.643278
SPICE1,0.64325285
ETV3,0.6431202
MSN,0.6430097
TFDP2,0.64259756
ACACB,0.6424365
UHRF1,0.6423827
FARP2,0.64237183
CHIA,0.64222765
NPAS3,0.64203495
CD1E,0.64201295
ING1,0.6418642
BMP1,0.6418579
SWSAP1,0.64181316
GAB2,0.64163595
GPT,0.64112574
HCK,0.64106077
RLIM,0.64102954
DUOX2,0.6409882
SH3D19,0.64044267
XRCC5,0.64042604
HERC5,0.64018685
RIT2,0.6400772
TUBA1A,0.6399759
CDKL1,0.6399663
USP44,0.63935965
ZFPM1,0.6393583
KPNA2,0.6392608
CASP2,0.6389117
NBN,0.6385652
SUMO1,0.6385414
AQP11,0.63852185
NCL,0.63850236
NOLC1,0.6383132
MALT1,0.63818616
NMT2,0.63800395
HIST1H3F,0.63798547
HNMT,0.63768107
EHD1,0.6376541
C9,0.637397
CHN2,0.6373214
DUSP6,0.6371873
DYNLL1,0.6370018
CDK2AP1,0.63684505
HAP1,0.63662666
CHRD,0.6365929
NRXN3,0.63639814
DCD,0.63630396
BCCIP,0.63610107
TCAP,0.63601667
DSG3,0.6359009
ANKRD28,0.63572395
SYT2,0.6355496
BAZ2A,0.6353738
CHD1,0.6353242
MEF2A,0.6352872
SLC6A3,0.63495135
ZNF268,0.63490677
LRPAP1,0.634732
KIFAP3,0.6344937
CFI,0.6341794
SETDB1,0.63414955
FANCC,0.6339577
REST,0.63394934
PCYT1B,0.63386816
HSPD1,0.6338398
KIF13B,0.63382584
RAI14,0.63375276
KCNJ12,0.6336834
DUSP15,0.6336389
NPC1L1,0.6332975
HIF3A,0.63322175
PLEC,0.63312143
ARHGEF1,0.6330575
KLHL3,0.63288075
NUP210L,0.6327893
TRIP10,0.63266903
PRKAR1A,0.63266647
DLG2,0.63264096
KIF2A,0.6326165
CALD1,0.63250333
CIDEC,0.63230443
HDC,0.6320453
ANKRD1,0.63183355
CDC14B,0.63178116
CAPN6,0.63161063
FAP,0.63138443
MAPKAP1,0.6312193
PUM2,0.6311275
ERCC6L,0.6308572
DGKA,0.6307532
LPL,0.63055915
AK5,0.6303975
ETS2,0.63027704
METAP2,0.6301959
MARK1,0.6300669
NQO2,0.630019
GAB1,0.6299481
TNIK,0.629803
USP11,0.62965333
TRRAP,0.629603
LYVE1,0.6295184
TRAF3,0.6294793
RALGAPA1,0.62944525
ATP1A1,0.6294277
S100P,0.62939155
RAG1,0.62925977
SERPINA1,0.62918186
ANXA6,0.6291065
FKBP5,0.62906885
HIST1H3J,0.6289625
ZNF407,0.6288768
ELMO1,0.6287995
RAD52,0.6287831
RTEL1,0.6287089
LCOR,0.6286441
EIF2B5,0.6286053
ITPK1,0.6281647
ADAM15,0.6279983
VLDLR,0.62778604
TOPBP1,0.62777215
HIST1H3A,0.6275421
HACE1,0.6275082
CKAP5,0.62735176
TBX4,0.62729484
RAD54L,0.6272924
CCL14,0.6271577
ATF3,0.62698334
ZNF436,0.6269264
ARAP3,0.6267358
QARS,0.6267157
TBCD,0.62651503
ORC6,0.62644714
PREX1,0.62627065
ZNF420,0.6261936
DDX58,0.6261709
CIITA,0.62617075
PALMD,0.62605757
FAM110A,0.6259487
IGBP1,0.6257977
GSK3A,0.625709
TRIM2,0.625688
CYP2C18,0.62567025
IKBKE,0.62535375
PPP6R2,0.62527424
CTNND1,0.62522495
MME,0.6247793
DIRAS2,0.62471837
CLEC17A,0.6245937
RICTOR,0.6245319
GPD2,0.6243532
TRO,0.62417996
CUX2,0.6241297
GABRR1,0.623782
MYL2,0.6237569
SNX27,0.62368256
ADCY7,0.6235515
DNMT3L,0.6232249
ZW10,0.62314415
NR0B2,0.6230421
SDCCAG8,0.6224693
GRB7,0.6224343
RHOBTB3,0.62229764
BMPR1B,0.62225586
PKD2,0.62217224
HIST1H4A,0.622135
FAR1,0.62212753
ITGAX,0.6220192
PRDM14,0.6218355
ASCC3,0.62181574
LDB3,0.6214448
OMG,0.62139386
CGA,0.62129843
GABRA2,0.62108064
AGRN,0.6209054
GFRA2,0.620788
LPA,0.6207144
HIST1H4H,0.62069684
JDP2,0.62042886
SOX5,0.62030995
ESR2,0.6201697
NUP50,0.6201654
CYP24A1,0.6200076
MYOCD,0.6197799
IL17B,0.6197205
TRIM24,0.6195344
TKTL1,0.6195156
POM121,0.6193566
WNK2,0.61928624
AP4E1,0.61899704
HMGB2,0.6189835
EGLN2,0.6188039
MAP1B,0.61864007
SFI1,0.6184688
EFNA5,0.6184399
GLCE,0.6182448
MYBL2,0.6180313
ANKRD17,0.61787695
WIPF1,0.6177906
KIAA0753,0.6176233
F11R,0.61760503
IL17RE,0.61740804
LIPE,0.6173315
ADRB2,0.6173232
USP36,0.6172423
IL1A,0.61717874
SMARCC2,0.61690575
CD300LG,0.6167546
HJURP,0.6166878
EIF4G3,0.61658955
MYOD1,0.6163919
OFD1,0.61636645
TCF20,0.616233
PTPRE,0.61617255
COL5A3,0.61601615
PHF21A,0.6159584
RAD51,0.6158271
BAG6,0.6156242
DRP2,0.6154956
MAD1L1,0.6154739
GRIN2D,0.6154321
OSM,0.61534023
VIM,0.6153134
TDRD5,0.61524767
XRCC3,0.61514825
HDAC7,0.6148259
RNF123,0.61482495
TAF9,0.6148234
RAD51D,0.61478066
ZWILCH,0.6143316
IPO5,0.61409104
NUP153,0.61407596
LSP1,0.6136009
NFKBIZ,0.6134697
MYPN,0.6134021
HID1,0.6132174
ODF2,0.61309606
SMAD7,0.61308086
KIF27,0.6130076
PACSIN3,0.6129347
PCM1,0.61280525
NAALADL2,0.6126573
SPACA1,0.61246276
HOXC13,0.61238825
FANCE,0.6123377
CBFA2T2,0.6122767
MICAL3,0.61205786
COPS5,0.61205584
PLD1,0.6120094
DES,0.6119999
IL16,0.6118994
PRMT9,0.611787
SZT2,0.6117418
SMARCD2,0.6115675
CEP152,0.6115447
SCG3,0.61154294
TNFRSF1B,0.6111559
PTPRM,0.61110324
CD83,0.6109369
SIK2,0.61085945
CADPS2,0.6108434
CD247,0.6105193
SCN4B,0.6096004
LIMS2,0.60956234
NPAS2,0.60920835
KCTD3,0.6091318
SLC22A16,0.6089378
MMP11,0.60881394
NRG3,0.60874647
BCAR1,0.6087068
NLN,0.60867256
ADIPOQ,0.60856843
PCGF5,0.60848576
ZNF419,0.6083919
PI4KA,0.60835063
PER3,0.6083333
RAPGEF1,0.6083293
AP2B1,0.6081434
DOCK2,0.6078371
DDX6,0.6076243
GAPDH,0.6074202
CSNK1D,0.6072709
ADCY9,0.6072636
GPRASP1,0.607166
COLEC11,0.60713667
NR2F1,0.60710686
MAGEH1,0.606994
ADD1,0.60699373
PHF8,0.6069873
ABCB11,0.6068088
PNN,0.6066879
SREK1,0.60650194
MYO9A,0.60638046
CBX8,0.6061385
KDM1B,0.60611033
ACTBL2,0.6059916
PLXND1,0.6059645
ACVRL1,0.60592353
DCLK1,0.6058443
PITX2,0.60576147
CEP135,0.60550916
TDRD7,0.6054604
ZEB2,0.60544777
KIAA1549,0.6052088
HDAC9,0.60518575
JUP,0.6050046
CCDC125,0.6049571
PEAR1,0.6047532
